School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
Texas-El Paso,32,18,14,.563,4.63,2.38,10,6,12,3,4,7,2042,1970,61.8,101.7,.426,.321,.541,45.8,60.6,8.5,9.8,.506,17.3,28.0,.288
Texas-Rio Grande Valley,32,16,16,.500,-13.35,-8.18,5,3,11,2,3,11,2101,2155,66.0,97.2,.378,.328,.520,44.4,55.8,10.0,4.9,.493,18.5,29.4,.241
Texas-San Antonio,32,10,22,.313,-6.47,-1.00,3,14,3,9,4,11,2048,2223,65.2,97.8,.364,.408,.505,44.5,46.5,9.5,3.9,.469,17.5,31.0,.246
Texas Southern,31,17,14,.548,-2.09,-7.25,16,2,10,3,7,11,2179,2019,65.2,106.1,.312,.441,.538,47.2,56.3,7.7,10.8,.519,15.3,31.5,.199
Texas State,34,12,22,.353,-6.36,-0.90,5,13,4,11,5,8,2398,2558,71.6,98.1,.368,.347,.517,43.4,49.8,10.4,7.9,.477,16.8,27.3,.260
Texas Tech,31,11,20,.355,-3.11,4.31,3,15,9,11,1,8,2026,2256,68.2,95.4,.381,.302,.501,45.8,47.7,12.0,8.4,.465,18.4,32.1,.254
Texas,34,16,18,.471,6.85,6.55,7,11,12,4,2,10,2229,2232,66.7,95.9,.407,.309,.497,48.8,50.4,9.4,12.4,.459,18.2,34.3,.269
Toledo,28,15,13,.536,-2.43,-3.04,10,6,8,4,6,9,1928,1911,66.5,102.6,.375,.321,.531,44.5,55.2,10.5,9.7,.483,15.6,28.8,.286
Towson,31,18,13,.581,-1.92,-2.59,13,5,6,5,9,8,2125,2066,65.3,102.5,.400,.306,.520,52.3,41.8,7.7,13.6,.488,18.4,39.4,.262
Troy,33,12,21,.364,-8.77,-4.01,6,14,8,7,2,12,2046,2203,61.9,97.6,.245,.357,.480,44.9,49.3,8.5,7.2,.453,13.9,30.7,.167
Tulane,35,20,15,.571,1.87,-1.80,6,10,15,4,3,10,2436,2299,65.2,106.8,.460,.338,.527,50.7,51.0,10.2,5.5,.475,15.7,36.0,.334
Tulsa,33,17,16,.515,-1.06,0.95,8,8,9,5,5,8,2241,2249,67.8,99.0,.436,.340,.527,48.1,51.0,9.4,8.7,.491,18.6,30.6,.292
UCLA,35,25,10,.714,12.88,7.82,13,5,15,3,6,3,2604,2427,69.6,105.4,.331,.241,.528,46.6,58.2,11.5,8.4,.491,13.7,30.7,.240
Utah State,31,21,10,.677,3.79,-0.68,11,7,14,4,7,5,2134,1971,62.2,109.3,.395,.313,.562,55.6,60.7,7.7,11.8,.525,17.7,37.8,.285
Utah Valley,32,14,18,.438,-11.38,-7.02,3,5,9,4,3,11,2157,2165,65.2,101.0,.314,.310,.537,47.1,57.8,9.5,7.9,.505,16.3,26.1,.223
Utah,33,15,18,.455,4.74,6.68,5,13,11,7,2,10,2117,2086,63.3,100.6,.319,.316,.535,47.4,60.7,8.7,9.0,.496,17.7,28.6,.241
Valparaiso,34,26,8,.765,7.15,-1.13,13,3,15,2,10,5,2420,2119,65.1,108.9,.420,.400,.594,50.5,56.7,10.4,8.6,.559,19.3,31.2,.307
Vanderbilt,33,16,17,.485,6.24,6.03,8,10,9,6,4,7,1991,1984,61.4,97.5,.351,.439,.511,47.3,56.5,7.8,10.6,.484,17.0,27.9,.223
Vermont,33,21,12,.636,-0.13,-4.46,11,5,10,5,9,7,2097,1954,62.0,102.5,.448,.302,.532,51.5,52.7,10.6,8.7,.486,17.6,34.5,.318
Villanova,34,20,14,.588,10.74,8.53,10,8,12,4,6,7,2307,2214,67.4,98.8,.505,.351,.529,49.8,56.4,11.3,9.9,.474,19.6,33.0,.363
Virginia Commonwealth,36,27,9,.750,16.89,4.47,12,4,15,2,8,3,2770,2323,68.6,111.4,.298,.357,.541,48.0,51.6,17.0,8.9,.513,13.7,36.0,.209
VMI,31,14,17,.452,-11.40,-7.11,8,8,8,5,5,10,2423,2411,73.7,105.6,.300,.432,.527,46.1,53.3,10.9,9.7,.504,15.1,33.2,.197
Virginia Tech,32,13,19,.406,1.74,6.27,4,14,10,7,2,9,2248,2393,67.8,102.0,.368,.312,.515,46.5,41.1,6.3,10.4,.475,15.0,30.7,.261
Virginia,35,23,12,.657,12.89,4.23,11,7,20,2,3,8,2248,1945,61.3,104.4,.316,.309,.546,48.8,60.0,9.6,13.3,.516,16.0,28.3,.223
Wagner,31,19,12,.613,-3.23,-5.07,12,6,11,3,7,8,2136,2079,68.0,98.9,.403,.240,.518,50.1,50.4,11.7,14.6,.475,18.6,35.0,.284
Wake Forest,31,13,18,.419,3.41,6.15,6,12,11,5,1,10,2093,2178,69.2,97.5,.437,.295,.525,46.5,49.1,10.3,10.7,.485,18.2,27.7,.297
Washington State,32,13,19,.406,6.70,5.26,4,14,10,7,1,9,2061,2015,62.4,102.4,.341,.398,.527,48.6,54.7,7.2,7.5,.496,16.5,31.6,.235
Washington,34,18,16,.529,7.93,7.22,9,9,11,7,5,7,2309,2285,66.1,102.0,.338,.273,.515,50.4,48.2,7.9,10.3,.482,16.7,37.3,.231
Weber State,37,30,7,.811,5.87,-5.61,18,2,17,2,11,5,2800,2275,65.4,114.5,.392,.327,.603,53.5,52.3,8.0,10.6,.574,16.4,30.8,.283
West Virginia,32,13,19,.406,4.60,6.54,6,13,8,6,3,9,2116,2178,65.5,100.6,.408,.306,.501,48.5,54.8,11.1,10.5,.456,16.5,37.1,.283
Western Carolina,33,14,19,.424,-6.45,-4.42,9,9,7,6,5,11,2288,2299,66.7,103.1,.314,.317,.517,47.0,45.0,11.3,8.5,.484,16.2,34.9,.221
Western Illinois,31,22,9,.710,-1.87,-5.42,13,3,12,2,7,5,1845,1663,58.5,101.4,.403,.291,.548,49.2,56.3,9.9,12.2,.523,17.3,25.6,.259
Western Kentucky,36,20,16,.556,-0.65,-1.14,10,10,11,4,4,9,2409,2364,67.0,99.5,.385,.362,.520,50.3,47.8,9.2,8.7,.485,18.8,35.1,.260
Western Michigan,35,22,13,.629,0.42,-1.43,10,6,12,2,7,10,2345,2237,65.2,101.7,.460,.323,.530,51.7,52.5,8.6,9.3,.484,18.7,36.0,.323
Wichita State,39,30,9,.769,14.68,6.09,12,6,14,2,7,5,2720,2385,64.9,107.5,.365,.353,.535,53.2,55.6,11.4,13.5,.500,16.2,38.0,.255
William & Mary,30,13,17,.433,-4.03,-3.45,7,11,8,5,5,11,2064,2048,63.4,105.8,.372,.385,.571,47.8,59.6,7.9,7.8,.540,17.8,28.6,.264
Winthrop,31,14,17,.452,-8.61,-4.43,6,10,11,4,2,12,1859,1897,62.0,96.4,.360,.367,.510,46.8,45.4,7.8,6.6,.474,18.1,29.3,.248
Wisconsin,35,23,12,.657,18.76,9.73,12,6,15,3,5,6,2274,1958,61.4,104.4,.297,.401,.508,50.8,56.5,9.2,10.8,.486,13.0,32.4,.188
Wofford,32,13,19,.406,-6.74,-4.65,7,11,9,3,3,15,1858,1890,63.6,91.3,.281,.350,.483,46.2,55.5,11.7,6.8,.446,17.7,26.9,.204
Wright State,36,23,13,.639,2.25,-1.15,10,6,12,5,8,7,2233,2105,63.0,97.7,.332,.330,.528,46.5,53.7,11.7,6.3,.495,18.1,27.0,.234
Wyoming,34,20,14,.588,5.39,4.61,4,12,13,6,6,7,2074,2010,60.8,99.5,.390,.420,.529,44.0,56.2,10.3,9.4,.495,16.5,24.4,.263
Xavier,31,17,14,.548,7.70,4.96,9,7,11,4,4,7,2021,1936,63.2,102.3,.414,.253,.534,51.2,48.2,8.3,8.4,.501,17.5,34.3,.276
Yale,31,14,17,.452,-3.95,-0.81,8,6,8,4,5,11,2079,2056,64.1,103.0,.425,.323,.534,50.7,57.4,9.8,8.7,.487,18.5,35.5,.309
Youngstown State,34,18,16,.529,-2.14,-0.81,7,9,12,5,6,8,2426,2356,67.9,102.8,.347,.357,.526,46.3,59.1,9.8,13.2,.493,14.7,28.3,.240
