School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,AdjEM,AdjO,AdjD,AdjT,Luck,SOS AdjEM,OppO,OppD,NCSOS AdjEM
UC-Santa Barbara,28,6,22,.214,-13.49,-2.01,4,12,5,8,1,12,1701,1987,,66.2,91.3,.290,.322,.453,49.5,54.3,7.9,6.8,.423,15.4,31.4,.184,-18.14,91.3,109.4,63.6,+.009,-2.94,102.1,105.0,+6.58
UCLA,35,31,4,.886,20.91,5.91,15,3,16,1,8,2,3158,2633,,74.4,121.2,.269,.375,.618,52.5,63.9,8.0,12.6,.598,13.2,28.8,.199,+22.95,122.7,99.8,72.8,+.024,+4.05,107.3,103.2,-4.40
University of California,34,21,13,.618,11.07,6.30,10,8,15,4,3,6,2316,2154,,66.3,101.3,.377,.347,.514,54.7,50.7,7.2,12.1,.481,16.0,32.9,.249,+12.72,104.9,92.1,65.0,-.001,+5.28,107.4,102.1,-2.27
Utah,32,20,12,.625,12.46,4.33,11,7,14,4,5,6,2511,2180,,70.1,111.0,.335,.328,.584,54.9,50.9,8.6,9.0,.562,16.7,30.9,.228,+14.74,114.2,99.5,68.1,-.087,+3.49,105.9,102.4,-6.25
Utah State,32,15,17,.469,2.99,2.56,7,11,11,5,3,8,2337,2248,,68.9,105.6,.351,.363,.563,51.2,59.4,7.2,7.9,.534,16.4,25.9,.245,+2.21,106.7,104.5,66.0,-.066,+2.01,104.9,102.9,-0.45
Utah Valley,32,16,16,.500,-1.47,-2.78,6,8,8,5,7,10,2462,2326,,75.5,99.9,.381,.463,.546,51.0,60.6,8.2,8.8,.511,17.9,23.6,.269,-1.54,100.2,101.7,73.0,-.082,-2.46,101.5,104.0,+1.60
VMI,30,6,24,.200,-13.65,-1.54,3,15,5,9,1,14,2057,2346,,70.3,97.5,.281,.442,.510,46.9,48.6,8.9,10.4,.481,16.4,27.0,.194,-16.02,97.7,113.7,68.6,-.034,+0.27,105.7,105.4,+0.79
Valparaiso,33,24,9,.727,3.98,-1.55,14,4,15,2,7,6,2465,2274,,70.0,106.0,.372,.350,.548,52.9,49.8,9.1,8.0,.500,15.9,30.8,.289,+6.40,106.7,100.3,66.5,+.056,-3.42,102.6,106.1,+0.41
Vanderbilt,35,19,16,.543,13.74,10.77,10,8,11,5,5,6,2489,2385,,67.1,105.6,.348,.486,.563,50.0,55.2,6.2,9.8,.521,16.3,24.7,.271,+16.24,112.3,96.1,65.2,-.035,+11.16,109.9,98.7,+6.58
Vermont,35,29,6,.829,6.77,-3.17,16,0,16,1,11,3,2571,2174,,65.4,112.3,.341,.325,.580,52.8,50.5,8.7,11.4,.554,15.0,30.1,.239,+11.88,110.8,98.9,64.0,+.060,-4.74,102.7,107.4,+1.85
Villanova,36,32,4,.889,23.96,9.44,15,3,14,1,9,2,2779,2256,,65.7,117.5,.350,.433,.612,53.0,52.3,11.0,9.0,.575,15.0,29.7,.276,+30.78,122.8,92.0,63.6,+.026,+9.98,110.1,100.1,+4.24
Virginia,34,23,11,.676,20.72,11.01,11,7,12,4,7,5,2246,1916,,60.4,107.9,.260,.330,.548,52.3,56.4,9.1,13.9,.524,13.7,27.9,.184,+26.67,113.7,87.0,58.5,-.051,+12.15,111.4,99.3,+2.74
Virginia Commonwealth,35,26,9,.743,11.77,3.97,14,4,15,1,7,4,2616,2343,,69.0,106.7,.364,.294,.544,51.8,55.6,10.7,10.6,.510,15.3,31.1,.257,+14.31,110.0,95.7,67.8,+.036,+3.60,105.6,102.0,+1.12
Virginia Tech,33,22,11,.667,12.87,8.47,10,8,15,2,4,6,2610,2465,,69.8,112.5,.409,.397,.603,48.2,56.0,5.6,7.0,.569,15.5,23.2,.301,+14.94,117.4,102.5,68.0,+.061,+8.78,110.2,101.4,-7.67
Wagner,30,16,14,.533,-7.06,-7.82,11,7,8,7,8,7,2047,1973,,65.1,103.5,.349,.325,.516,55.0,44.8,7.4,10.3,.481,17.6,40.0,.241,-7.12,101.0,108.1,62.5,-.024,-8.80,98.7,107.6,-0.72
Wake Forest,33,19,14,.576,14.29,9.89,9,9,11,3,5,8,2733,2588,,71.7,115.5,.407,.357,.586,51.9,55.5,7.7,10.1,.541,14.3,30.7,.317,+17.28,120.9,103.6,70.1,-.035,+11.20,111.3,100.1,+4.73
Washington,31,9,22,.290,2.10,6.78,2,16,7,9,1,11,2368,2513,,72.8,104.5,.309,.328,.530,51.6,46.7,8.3,12.8,.506,16.0,35.0,.202,-0.04,107.7,107.7,70.5,-.102,+6.73,109.2,102.4,-2.37
Washington State,31,13,18,.419,0.16,6.90,6,12,9,7,2,7,2179,2376,,69.4,100.9,.280,.330,.553,46.9,56.6,6.0,7.0,.521,16.5,19.9,.212,-2.02,104.4,106.4,67.1,+.067,+6.33,108.9,102.6,-3.24
Weber State,33,20,13,.606,-1.90,-5.09,12,6,10,3,7,7,2641,2423,,69.4,113.6,.428,.398,.604,47.9,49.0,7.5,7.7,.567,14.6,22.3,.318,-0.73,108.3,109.1,66.1,-.035,-5.15,103.0,108.2,+1.41
West Virginia,36,28,8,.778,24.46,9.18,12,6,16,2,6,4,2956,2406,,71.6,112.8,.386,.324,.549,52.0,57.5,14.0,14.0,.518,14.1,37.3,.264,+26.80,116.5,89.7,69.5,-.043,+9.76,109.3,99.5,-7.91
Western Carolina,32,9,23,.281,-15.05,-0.45,4,14,6,8,3,13,1965,2347,,69.5,88.4,.286,.321,.469,50.5,50.5,8.9,7.3,.440,19.8,32.4,.187,-14.75,90.1,104.9,66.3,+.027,+1.66,106.9,105.2,+6.62
Western Illinois,28,8,20,.286,-10.73,-2.12,5,11,5,8,3,11,2012,2151,,71.0,99.0,.291,.400,.541,47.9,52.7,6.4,10.8,.513,16.6,19.2,.206,-11.75,97.1,108.8,68.3,-.035,-1.61,105.0,106.6,-2.81
Western Kentucky,32,15,17,.469,-5.71,-2.81,9,9,11,3,4,12,2209,2302,,67.5,102.3,.372,.343,.531,50.3,51.1,6.6,9.0,.500,15.8,27.2,.250,-6.20,102.9,109.1,65.4,+.048,-2.99,102.9,105.9,-3.50
Western Michigan,32,16,16,.500,-0.61,-0.38,11,7,13,2,3,9,2417,2408,,70.7,106.3,.358,.294,.539,52.0,48.0,8.1,8.0,.505,15.1,31.6,.252,+0.30,107.0,106.7,67.4,-.016,-0.34,105.4,105.8,+2.01
Wichita State,36,31,5,.861,21.35,3.06,17,1,16,1,9,1,2916,2246,,69.5,116.5,.401,.364,.579,56.1,59.1,9.4,11.4,.543,13.9,33.9,.294,+26.41,119.6,93.2,68.3,-.014,+0.66,104.3,103.7,-0.03
William & Mary,31,17,14,.548,-0.06,-0.65,10,8,13,1,3,12,2534,2411,,71.8,112.9,.381,.409,.593,51.0,61.2,7.4,13.5,.569,15.4,26.3,.264,+2.37,112.0,109.7,70.5,-.003,+0.85,105.8,104.9,+1.46
Winthrop,33,26,7,.788,1.35,-6.11,15,3,13,3,12,3,2615,2322,,71.6,108.3,.370,.429,.568,50.3,47.5,8.9,13.1,.535,15.7,27.0,.266,+4.63,106.5,101.8,70.6,+.029,-7.60,100.3,107.9,+2.59
Wisconsin,36,27,9,.750,19.47,9.16,12,6,15,2,5,5,2595,2224,,64.5,110.7,.324,.371,.541,54.7,52.0,10.3,10.0,.520,14.1,35.5,.208,+22.29,113.6,91.3,62.9,-.000,+9.09,109.9,100.8,-0.96
Wofford,33,16,17,.485,-0.48,-0.84,10,8,11,2,4,10,2593,2479,,68.2,112.6,.321,.400,.584,50.3,61.3,8.0,5.7,.548,15.5,29.0,.250,+1.78,110.0,108.2,66.3,-.067,+1.43,105.7,104.3,+7.05
Wright State,32,20,12,.625,-0.96,-2.36,11,7,12,4,8,7,2465,2317,,71.6,106.8,.393,.412,.571,51.8,57.8,7.8,6.8,.527,18.0,29.8,.300,+0.11,106.5,106.4,68.6,+.056,-2.17,102.9,105.0,+0.93
Wyoming,33,19,14,.576,2.21,1.34,8,10,15,3,3,9,2570,2497,,74.2,103.0,.382,.464,.552,49.3,57.7,7.0,11.3,.513,15.9,22.6,.278,+1.35,103.4,102.1,73.1,+.010,+0.30,104.7,104.4,-1.87
Xavier,36,23,13,.639,15.17,11.09,9,9,12,4,4,8,2704,2557,,68.4,109.4,.415,.365,.556,54.8,57.9,8.9,7.8,.522,15.9,34.6,.287,+15.32,114.8,99.5,66.8,+.030,+11.06,110.8,99.7,+5.78
Yale,29,18,11,.621,0.28,-2.12,9,5,10,3,7,7,2151,2028,,68.3,108.2,.336,.354,.564,52.4,58.8,8.1,11.5,.531,16.5,31.2,.246,+1.11,106.1,105.0,67.7,+.055,-1.71,103.8,105.5,-0.98
Youngstown State,34,13,21,.382,-9.67,-2.48,5,13,7,7,3,12,2616,2801,,73.7,102.1,.270,.336,.520,47.4,52.3,7.3,7.5,.496,13.9,26.5,.181,-10.50,102.5,113.0,71.3,+.077,-2.24,103.1,105.3,-1.62
