School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,AdjEM,AdjO,AdjD,AdjT,Luck,SOS AdjEM,OppO,OppD,NCSOS AdjEM
Northern Illinois,30,5,25,.167,-12.00,-2.20,3,13,3,11,2,14,1619,1885,,62.6,85.9,.353,.315,.443,47.3,45.3,11.3,6.5,.402,19.2,33.7,.231,-16.72,85.7,102.4,61.1,-.052,-2.03,101.8,103.8,-1.69
Northern Iowa,36,21,15,.583,8.60,5.23,11,7,16,4,5,6,2400,2229,,63.4,104.0,.328,.408,.556,47.8,53.4,9.7,7.0,.518,16.7,25.2,.248,+10.84,106.8,96.0,61.8,-.034,+5.34,105.6,100.2,+6.52
Northern Kentucky,27,11,16,.407,-7.82,-5.42,9,9,5,4,6,9,1582,1647,,60.4,97.0,.284,.453,.511,43.9,61.5,10.1,6.1,.481,16.6,25.3,.200,-7.26,97.5,104.7,58.1,-.033,-5.25,100.1,105.3,+0.63
Northwestern,32,13,19,.406,5.36,8.30,4,14,8,11,3,7,1943,2037,,61.5,98.4,.339,.431,.508,41.4,70.7,9.1,8.8,.475,15.2,25.9,.230,+3.27,104.5,101.2,60.0,-.022,+8.62,106.9,98.2,-5.60
Northwestern State,32,23,9,.719,0.41,-3.77,15,3,13,1,8,7,2559,2285,,74.4,107.5,.386,.300,.539,47.6,53.2,12.9,10.6,.505,15.9,35.3,.265,+2.82,106.6,103.8,71.9,+.075,-3.56,99.6,103.2,+8.11
Notre Dame,35,25,10,.714,13.74,7.22,11,7,17,2,4,5,2450,2222,,62.0,109.8,.320,.320,.551,50.6,65.8,7.8,9.3,.522,15.0,34.0,.227,+16.65,114.6,97.9,60.3,+.046,+6.53,105.1,98.6,-6.61
Oakland,33,16,17,.485,-4.39,-1.61,10,6,10,2,5,14,2444,2485,,68.9,106.7,.419,.357,.540,46.5,52.6,11.9,3.6,.500,15.0,31.3,.296,-3.09,107.3,110.4,68.1,+.041,+0.37,103.8,103.4,+10.33
Ohio,34,24,10,.706,6.94,-1.06,14,2,16,2,7,7,2464,2192,,67.7,106.3,.313,.400,.562,44.0,66.8,13.1,9.8,.536,16.4,27.4,.219,+9.06,106.6,97.5,66.5,+.020,-1.81,101.2,103.0,-3.94
Ohio State,37,29,8,.784,20.19,9.32,13,5,16,2,5,5,2599,2197,,64.3,108.9,.354,.310,.541,50.5,53.1,10.4,12.9,.506,13.6,31.1,.251,+25.42,115.1,89.7,63.6,+.020,+10.18,107.3,97.1,-5.53
Oklahoma,32,20,12,.625,11.40,7.09,12,7,12,2,5,7,2260,2122,,66.8,104.9,.354,.267,.524,48.7,49.1,9.6,7.4,.478,14.8,33.2,.268,+13.80,111.1,97.3,65.2,+.004,+7.80,106.4,98.6,+2.47
Oklahoma State,33,24,9,.727,15.57,6.73,13,5,15,2,5,5,2371,2079,,67.3,104.8,.405,.313,.536,49.1,48.9,11.0,12.8,.488,15.7,31.3,.302,+18.69,109.0,90.3,66.1,-.016,+6.38,106.8,100.4,-2.26
Old Dominion,30,5,25,.167,-7.59,-1.55,3,15,2,15,2,10,1947,2128,,65.9,98.0,.346,.293,.484,49.8,53.2,10.8,13.5,.449,17.0,38.8,.229,-10.49,98.6,109.1,65.3,-.112,-2.79,102.2,105.0,-2.05
Omaha,31,11,20,.355,-15.18,-3.90,6,10,7,6,3,13,2215,2548,,71.6,99.8,.300,.296,.543,42.5,49.5,9.2,6.7,.515,18.2,25.2,.209,-16.33,101.8,118.1,70.9,+.095,-3.99,101.0,105.0,-1.90
Oral Roberts,35,20,15,.571,-0.23,-3.00,13,5,10,4,9,8,2484,2341,,66.5,105.9,.378,.242,.545,50.6,49.7,9.3,9.2,.504,17.5,36.4,.279,+2.23,106.6,104.4,64.9,-.028,-2.51,100.3,102.9,+6.69
Oregon,37,28,9,.757,13.82,5.77,12,6,17,2,6,5,2650,2352,,68.8,102.4,.383,.273,.531,52.5,51.3,12.1,10.2,.493,18.2,35.7,.270,+16.78,106.6,89.8,67.9,+.052,+5.92,105.1,99.2,-8.08
Oregon State,32,14,18,.438,6.04,4.29,4,14,9,8,3,7,2304,2248,,68.6,104.5,.370,.275,.528,48.8,55.1,9.2,11.2,.497,16.5,34.4,.248,+6.77,109.4,102.7,67.1,-.120,+5.16,104.3,99.1,-7.59
Pacific,35,22,13,.629,1.96,1.05,13,5,13,2,4,9,2344,2238,,63.3,105.4,.372,.321,.542,47.8,61.9,8.7,4.2,.509,15.3,29.5,.256,+3.96,106.1,102.2,62.2,+.074,+0.86,104.2,103.3,+9.06
Penn State,31,10,21,.323,2.85,9.46,2,16,8,9,1,9,1910,2115,,64.4,94.8,.371,.315,.486,48.1,46.1,8.1,10.4,.442,16.2,30.9,.258,+0.57,102.1,101.5,64.0,+.020,+10.35,108.1,97.8,-2.87
Pennsylvania,31,9,22,.290,-6.97,-1.48,6,8,5,7,4,12,1947,2117,,67.5,92.6,.344,.304,.516,44.3,60.7,9.6,7.3,.477,20.8,26.7,.247,-7.74,94.9,102.6,66.7,-.008,-0.47,102.4,102.9,+1.91
Pepperdine,30,12,18,.400,-3.73,1.06,4,12,6,7,5,10,1883,2021,,63.8,96.9,.341,.299,.522,48.1,53.5,8.7,6.0,.487,19.7,32.1,.240,-4.77,98.9,103.6,62.2,+.027,+1.39,104.3,102.9,-5.28
Pittsburgh,33,24,9,.727,18.82,5.63,12,6,16,3,6,3,2282,1847,,60.4,113.2,.375,.263,.546,53.1,64.2,10.8,12.7,.517,14.8,40.4,.251,+24.08,115.6,91.5,59.3,-.058,+4.52,104.9,100.4,-9.69
Portland,32,11,21,.344,-5.79,3.28,4,12,8,8,2,11,1951,2189,,65.5,92.6,.353,.262,.489,49.6,55.1,8.9,10.7,.451,19.4,34.0,.239,-8.18,95.2,103.4,63.6,+.036,+3.94,105.8,101.8,-0.01
Portland State,28,8,20,.286,-10.84,-5.54,5,15,8,6,0,14,1929,2037,,65.3,105.1,.328,.260,.541,46.1,52.5,8.3,6.1,.504,15.8,31.0,.244,-13.47,103.5,117.0,63.9,-.102,-6.59,99.1,105.7,+4.25
Prairie View,34,15,19,.441,-15.61,-10.10,8,10,9,4,3,13,2182,2223,,69.3,92.2,.322,.239,.458,49.7,45.0,11.0,9.3,.429,17.6,38.8,.198,-17.29,88.0,105.3,66.0,+.026,-10.82,95.4,106.2,+1.08
Presbyterian,32,8,24,.250,-17.47,-4.71,4,12,7,6,1,15,1987,2248,,63.1,97.7,.257,.338,.540,43.9,51.7,7.1,4.9,.509,18.5,23.2,.193,-22.92,94.9,117.8,60.9,+.011,-5.50,99.7,105.2,+0.18
Princeton,28,17,11,.607,3.16,-1.65,10,4,9,4,8,6,1803,1635,,60.4,106.1,.353,.348,.564,49.8,64.0,10.5,8.5,.531,17.7,30.8,.255,+7.88,108.8,100.9,59.4,-.071,-1.29,101.7,103.0,+3.16
Providence,34,19,15,.559,9.28,6.55,9,9,14,4,4,8,2299,2206,,65.8,101.7,.374,.308,.501,49.7,60.5,9.3,8.2,.459,15.8,37.4,.262,+10.75,107.9,97.2,64.9,-.027,+5.77,104.7,98.9,-5.77
Purdue,34,16,18,.471,9.04,7.87,8,10,12,7,4,7,2252,2212,,65.7,100.1,.335,.230,.494,50.7,55.8,7.5,11.4,.463,15.8,37.1,.219,+10.33,107.0,96.6,65.6,-.060,+8.01,106.3,98.3,-2.89
Quinnipiac,31,15,16,.484,-4.75,-4.91,11,7,8,6,6,8,2225,2220,,67.6,104.1,.411,.222,.505,54.9,49.3,6.0,9.7,.465,16.4,41.3,.277,-3.54,102.3,105.9,65.3,-.032,-4.77,102.0,106.8,-1.50
Radford,32,13,19,.406,-10.87,-7.32,7,9,8,5,4,12,2136,2179,,68.4,96.1,.361,.327,.483,47.1,50.9,12.3,9.1,.449,16.3,33.5,.234,-12.66,91.3,104.0,66.1,+.008,-7.58,99.5,107.1,-2.43
Rhode Island,29,8,21,.276,-0.60,4.95,3,13,5,10,3,9,1786,1947,,63.2,95.8,.359,.369,.496,43.1,51.3,8.6,11.2,.460,16.3,28.4,.241,-2.24,100.5,102.8,61.6,-.042,+4.91,105.5,100.6,+1.39
Rice,31,5,26,.161,-11.12,0.01,1,15,5,11,0,11,1875,2199,,63.8,94.5,.304,.430,.505,37.7,54.5,10.3,3.1,.468,15.7,19.9,.221,-17.45,96.0,113.4,61.5,-.032,-0.70,102.3,103.1,-4.97
Richmond,34,19,15,.559,6.90,3.43,8,8,15,2,4,11,2380,2262,,64.3,106.9,.432,.427,.565,43.8,56.2,11.1,10.3,.525,16.4,27.1,.312,+8.08,110.0,102.0,62.4,-.017,+3.45,104.5,101.1,-2.48
Rider,34,19,15,.559,-1.22,-1.66,12,6,9,5,8,9,2166,2151,,65.9,96.6,.394,.346,.526,47.8,46.0,10.1,12.2,.491,20.3,30.8,.267,+0.59,98.8,98.2,64.6,+.048,-0.63,102.1,102.7,-0.33
Robert Morris,35,24,11,.686,0.24,-4.90,14,4,13,3,10,7,2480,2300,,66.3,106.5,.370,.412,.552,45.2,59.5,13.4,8.1,.510,16.6,31.0,.277,+2.28,105.1,102.9,63.3,+.038,-5.77,100.4,106.2,-1.83
Rutgers,31,15,16,.484,5.97,6.77,5,13,9,7,4,8,2027,2052,,64.7,101.1,.324,.249,.520,48.1,52.2,10.8,10.6,.487,18.0,35.8,.227,+6.07,107.5,101.4,63.1,+.015,+6.99,105.2,98.2,-4.13
SIU Edwardsville,27,9,18,.333,-11.19,-4.67,5,11,8,5,1,13,1699,1827,,66.3,94.9,.337,.307,.513,45.7,55.8,8.3,5.9,.482,19.0,28.7,.225,-13.72,92.9,106.6,64.9,-.008,-5.25,100.5,105.8,-2.16
Sacramento State,29,14,15,.483,-9.40,-6.77,8,12,10,4,4,11,1876,1904,,63.7,101.5,.387,.307,.512,46.6,55.9,8.2,7.1,.466,15.1,30.5,.282,-10.81,97.0,107.9,61.3,+.050,-7.67,99.7,107.4,-2.41
Sacred Heart,29,9,20,.310,-9.76,-3.69,7,11,5,7,3,13,2036,2212,,68.9,101.1,.322,.332,.533,46.5,53.2,9.0,9.0,.498,18.8,33.2,.232,-9.66,101.5,111.1,66.9,+.007,-2.37,102.8,105.2,+4.71
Saint Francis (PA),29,5,24,.172,-15.16,-4.37,5,13,3,10,2,14,1804,2117,,64.4,94.9,.316,.389,.514,43.0,57.5,8.5,6.0,.482,19.3,27.6,.217,-19.29,93.4,112.7,62.2,+.034,-3.89,102.6,106.5,+2.30
Saint Joseph's,32,18,14,.563,7.31,4.03,8,8,11,4,5,8,2150,2045,,63.2,105.5,.362,.393,.539,47.7,60.3,8.1,14.5,.506,16.0,31.7,.252,+9.35,109.0,99.6,61.6,-.026,+4.29,105.2,100.9,+1.35
Saint Louis,35,28,7,.800,14.33,4.28,13,3,17,2,6,3,2388,2036,,64.5,105.0,.440,.341,.545,47.3,56.1,11.7,8.3,.504,14.9,27.4,.310,+20.01,108.6,88.6,63.8,+.000,+3.91,104.5,100.6,-3.98
Saint Mary's (CA),35,28,7,.800,14.51,3.31,14,2,16,1,9,2,2610,2203,,64.5,115.2,.368,.375,.573,54.5,55.2,9.4,7.6,.540,15.4,37.1,.267,+19.33,116.1,96.8,62.9,+.023,+3.18,104.9,101.7,-0.49
Saint Peter's,30,9,21,.300,-9.05,-2.92,3,15,5,8,4,11,1788,1972,,64.1,92.2,.303,.268,.479,44.7,50.4,10.8,10.5,.458,17.2,30.3,.179,-11.07,92.8,103.9,62.7,+.049,-2.37,101.5,103.9,-6.54
Sam Houston State,34,17,17,.500,-6.45,-5.16,8,10,9,6,6,10,2168,2080,,65.3,96.3,.369,.353,.481,50.4,63.8,10.6,6.7,.444,16.6,34.6,.242,-5.46,94.0,99.5,61.3,-.019,-5.68,100.0,105.6,-0.04
Samford,32,11,21,.344,-10.05,-4.38,9,9,7,6,4,12,1957,2114,,61.2,98.0,.314,.351,.532,43.6,56.5,10.3,7.4,.507,18.7,26.7,.207,-12.41,97.9,110.3,58.8,-.007,-6.30,99.2,105.5,+2.39
San Diego,34,16,18,.471,-0.55,2.60,7,9,10,5,4,9,2215,2260,,64.6,100.0,.369,.324,.525,46.6,50.1,9.3,10.2,.492,17.8,31.3,.249,-0.14,102.8,103.0,62.5,+.039,+2.94,104.4,101.4,-2.41
San Diego State,34,23,11,.676,13.01,6.19,9,7,14,1,4,6,2356,2077,,66.6,103.7,.364,.323,.524,50.4,50.7,10.3,12.0,.491,15.4,32.3,.248,+17.43,107.7,90.3,65.5,-.049,+7.65,106.6,98.9,+1.92
San Francisco,31,15,16,.484,2.42,2.83,7,9,8,7,6,5,2161,2141,,66.7,104.0,.359,.372,.553,45.8,50.5,8.1,5.4,.528,16.1,24.7,.240,+3.13,107.1,104.0,65.5,-.041,+2.95,104.3,101.4,+0.03
San Jose State,29,9,20,.310,-9.39,-0.92,3,14,5,9,4,9,1802,1999,,68.0,91.0,.362,.294,.461,47.4,50.4,8.8,8.5,.421,17.0,33.7,.238,-13.50,90.8,104.3,65.8,+.021,-1.30,102.5,103.8,-5.46
Santa Clara,38,26,12,.684,6.58,1.72,9,7,15,5,10,6,2827,2577,,68.1,108.6,.366,.383,.549,48.6,57.7,11.6,11.9,.511,15.4,33.6,.266,+9.72,110.9,101.2,67.5,+.046,+1.07,102.9,101.8,-6.01
Savannah State,34,19,15,.559,-5.41,-4.73,11,5,11,3,7,11,1931,1887,,63.2,88.5,.364,.263,.487,48.6,49.0,14.1,11.7,.459,22.8,35.2,.225,-3.58,88.2,91.8,61.8,+.044,-5.04,98.1,103.1,+6.35
Seattle,30,8,22,.267,-4.53,-1.05,3,15,5,11,3,9,1966,2058,,70.1,92.4,.290,.318,.494,51.5,57.2,10.9,8.2,.471,21.5,36.6,.181,-5.73,94.0,99.7,68.2,-.173,-2.53,101.6,104.1,-6.31
Seton Hall,33,15,18,.455,5.54,5.96,3,15,10,7,2,9,2136,2150,,65.0,98.9,.345,.417,.538,47.7,62.0,10.4,7.1,.513,20.6,31.0,.227,+4.94,104.3,99.4,63.5,-.026,+6.27,105.0,98.7,-6.82
Siena,32,8,24,.250,-10.25,-1.87,4,14,4,10,2,12,1921,2189,,64.2,92.8,.381,.337,.499,46.5,50.2,8.7,7.3,.461,20.3,33.0,.256,-12.74,95.4,108.1,62.6,+.021,-1.18,101.9,103.0,-2.48
South Alabama,30,17,13,.567,-2.89,-2.96,14,6,10,3,7,7,2060,2040,,69.0,98.6,.448,.319,.513,49.3,47.4,9.5,12.3,.462,19.1,36.4,.321,-2.34,99.1,101.4,67.0,+.043,-3.52,100.3,103.9,-1.94
South Carolina,32,14,18,.438,-0.71,2.11,4,14,10,8,1,9,2115,2205,,66.4,98.1,.352,.332,.503,49.3,52.8,7.6,9.6,.466,18.9,38.3,.243,-3.58,101.7,105.3,65.2,+.028,-0.15,100.9,101.0,-10.35
South Carolina State,30,6,24,.200,-18.17,-5.10,2,14,5,8,1,15,1808,2135,,65.9,90.4,.281,.280,.461,46.6,53.5,9.0,10.3,.431,18.6,36.2,.182,-22.02,91.9,113.9,63.9,-.015,-5.55,96.5,102.1,+1.53
South Carolina Upstate,33,16,17,.485,-3.59,-4.79,9,9,9,4,5,11,2315,2194,,66.9,104.5,.338,.324,.526,51.0,60.9,10.5,11.5,.501,16.8,36.4,.219,-2.37,103.0,105.3,64.9,-.076,-4.87,100.5,105.4,+2.46
South Dakota,30,10,20,.333,-7.50,-2.92,5,11,5,7,4,11,2113,2208,,67.2,104.9,.369,.348,.559,44.2,52.0,9.1,7.1,.513,16.1,24.7,.288,-7.79,105.2,113.0,65.8,-.082,-2.21,102.4,104.6,+4.82
South Dakota State,35,25,10,.714,2.36,-3.27,13,3,13,0,7,9,2568,2300,,64.0,113.1,.324,.358,.574,51.3,55.6,7.7,6.1,.539,14.0,29.8,.247,+6.79,112.0,105.2,62.6,+.030,-3.31,102.0,105.3,+4.11
South Florida,31,12,19,.387,4.28,7.70,3,15,10,8,2,10,1822,1928,,60.1,95.5,.292,.365,.480,44.9,54.3,10.1,9.5,.446,15.1,30.3,.203,+2.63,102.4,99.7,58.7,-.007,+7.52,105.8,98.3,-3.98
Southeast Missouri State,33,17,16,.515,-5.51,-6.06,8,8,9,5,7,8,2446,2360,,69.2,106.6,.327,.343,.564,47.8,59.3,7.5,11.5,.537,16.3,28.1,.229,-4.87,103.9,108.8,67.0,-.033,-7.51,99.6,107.1,-7.71
Southeastern Louisiana,31,13,18,.419,-10.65,-3.76,10,8,9,3,3,14,1965,2113,,66.4,95.1,.360,.304,.498,45.1,43.9,7.1,7.6,.464,16.8,27.2,.238,-11.49,94.0,105.5,65.0,+.054,-3.01,100.1,103.1,+8.47
Southern,33,23,10,.697,-2.61,-10.31,15,3,12,0,8,8,2223,1890,,65.4,103.0,.392,.352,.533,46.9,49.4,11.3,10.8,.497,14.7,26.4,.270,+0.50,99.3,98.8,63.4,-.031,-11.47,95.2,106.7,+4.12
Southern California,32,14,18,.438,6.31,8.25,9,9,10,6,3,9,2101,2163,,67.1,96.4,.300,.266,.504,47.5,51.8,8.3,13.1,.472,17.0,29.2,.208,+6.39,103.4,97.0,65.8,-.014,+9.18,106.9,97.7,+5.31
Southern Illinois,31,14,17,.452,-0.82,2.28,6,12,9,4,4,11,1964,2019,,63.2,99.8,.340,.264,.514,46.3,43.8,12.7,7.1,.488,16.5,31.8,.218,-0.73,102.7,103.4,61.6,+.046,+3.67,104.6,100.9,-4.38
Southern Methodist,32,15,17,.469,-0.59,-1.33,5,11,7,7,6,7,2064,2007,,63.8,100.7,.408,.202,.532,49.7,52.5,10.7,13.9,.484,19.2,34.8,.304,-1.25,100.8,102.1,62.4,-.070,-2.37,100.9,103.3,-5.48
Southern Mississippi,37,27,10,.730,8.95,1.49,12,4,14,2,9,6,2733,2348,,66.2,109.7,.362,.313,.566,51.8,55.9,14.3,9.9,.538,18.4,39.4,.252,+12.19,110.4,98.2,63.3,+.026,+2.53,103.6,101.1,+4.54
Southern Utah,31,11,20,.355,-12.04,-5.00,8,12,9,5,2,12,2066,2230,,69.2,95.6,.365,.285,.498,49.3,52.6,7.1,12.9,.452,18.5,32.6,.265,-13.60,92.1,105.7,67.9,-.001,-6.13,101.1,107.2,+2.78
St. Bonaventure,29,14,15,.483,3.44,2.71,7,9,8,6,5,9,2109,2088,,67.3,107.2,.399,.358,.561,46.1,58.6,9.6,8.4,.516,17.3,32.3,.305,+4.53,109.7,105.2,65.1,-.040,+3.71,105.9,102.2,-0.59
St. Francis (NY),30,12,18,.400,-5.92,-4.75,8,10,6,6,6,10,2108,2143,,67.6,103.5,.316,.351,.512,46.6,50.7,9.6,6.0,.484,15.2,34.4,.210,-4.79,103.1,107.9,65.2,-.068,-3.69,101.6,105.2,+2.54
St. John's (NY),33,17,16,.515,5.80,7.16,8,10,11,5,5,8,2138,2183,,67.4,95.1,.289,.223,.473,44.8,49.0,9.8,18.4,.445,14.3,30.5,.185,+6.38,100.4,94.0,66.3,+.058,+7.33,106.5,99.2,-2.63
Stanford,34,19,15,.559,11.40,7.37,9,9,12,5,5,7,2397,2260,,68.3,102.9,.334,.330,.517,48.9,49.6,8.6,9.6,.475,14.8,32.1,.248,+14.18,109.9,95.7,66.7,-.075,+7.88,106.3,98.5,+2.77
Stephen F. Austin,32,27,5,.844,4.25,-6.64,16,2,15,0,11,4,2075,1639,,62.7,103.3,.395,.250,.530,52.9,64.1,12.5,10.8,.509,17.1,35.2,.241,+10.68,100.4,89.7,59.5,-.021,-6.39,99.3,105.7,+2.29
Stetson,31,15,16,.484,-6.45,-4.45,11,7,8,6,6,9,2180,2218,,68.9,102.0,.349,.393,.556,48.7,65.4,7.7,6.4,.525,20.0,31.5,.246,-5.95,101.2,107.2,67.3,+.016,-5.29,100.2,105.5,+1.28
Stony Brook,33,25,8,.758,5.60,-4.12,14,2,11,1,13,6,2245,1898,,64.7,105.2,.377,.307,.535,51.2,51.5,9.9,11.6,.498,15.7,32.5,.265,+12.25,106.7,94.4,62.9,-.034,-2.71,100.3,103.0,+1.32
Syracuse,40,30,10,.750,20.30,8.57,11,7,17,2,5,5,2816,2347,,65.2,107.3,.368,.304,.523,49.7,55.8,13.7,19.3,.490,15.5,38.8,.248,+24.83,113.1,88.3,63.1,-.004,+9.46,106.8,97.4,-4.44
Temple,34,24,10,.706,9.52,5.20,11,5,14,3,8,4,2456,2309,,67.6,106.8,.356,.373,.529,46.5,58.4,11.6,9.5,.490,13.6,30.8,.257,+12.67,111.3,98.6,65.6,+.038,+5.48,105.7,100.2,+0.82
Tennessee,33,20,13,.606,9.00,6.03,11,7,13,4,4,7,2189,2091,,63.1,103.5,.422,.313,.521,51.9,47.0,6.6,10.1,.479,16.8,36.5,.291,+10.47,109.1,98.6,62.4,+.006,+5.64,104.3,98.7,+2.03
Tennessee State,33,18,15,.545,-2.17,-1.30,11,5,11,2,5,11,2360,2308,,68.8,103.2,.407,.335,.543,49.8,54.0,10.4,11.8,.496,18.9,35.7,.304,+0.18,104.9,104.7,66.7,+.038,-0.17,103.6,103.8,+3.92
Tennessee Tech,29,12,17,.414,-9.68,-3.31,5,11,9,5,3,12,1878,1951,,66.2,97.8,.371,.363,.523,48.8,52.3,9.6,10.8,.484,20.7,35.8,.263,-10.15,97.1,107.3,64.2,+.038,-2.85,102.0,104.8,-2.84
Tennessee-Martin,30,9,21,.300,-16.58,-4.19,5,11,7,7,2,13,2008,2295,,69.5,94.7,.369,.292,.493,46.8,54.3,9.7,7.0,.442,18.2,33.1,.274,-20.18,93.8,113.9,66.6,+.071,-4.79,100.9,105.7,-2.42
Texas,34,16,18,.471,6.85,6.55,7,11,12,4,2,10,2229,2232,,66.7,95.9,.407,.309,.497,48.8,50.4,9.4,12.4,.459,18.2,34.3,.269,+7.02,102.5,95.5,64.7,-.023,+6.19,105.3,99.1,-1.35
Texas A&M,33,18,15,.545,6.50,4.86,7,11,12,6,4,6,2103,2049,,61.7,101.1,.329,.266,.522,48.2,49.5,10.2,9.0,.488,17.9,34.9,.232,+6.83,105.2,98.4,59.8,-.013,+3.92,103.8,99.8,-4.04
Texas A&M-Corpus Christi,29,6,23,.207,-11.76,-3.65,5,13,4,9,2,14,1746,1962,,63.3,95.0,.321,.297,.486,44.5,49.8,10.0,11.1,.451,16.3,30.2,.218,-14.88,96.1,111.0,60.8,-.040,-3.23,101.0,104.3,+6.09
Texas Christian,32,11,21,.344,-4.27,4.41,2,16,9,9,1,10,1761,2002,,61.7,89.2,.404,.239,.470,46.9,51.0,8.7,7.6,.438,18.7,32.2,.243,-9.36,93.4,102.7,59.5,+.090,+3.49,104.2,100.7,-10.81
Texas Southern,31,17,14,.548,-2.09,-7.25,16,2,10,3,7,11,2179,2019,,65.2,106.1,.312,.441,.538,47.2,56.3,7.7,10.8,.519,15.3,31.5,.199,+0.68,105.7,105.0,62.4,-.061,-8.10,97.0,105.1,+9.89
Texas State,34,12,22,.353,-6.36,-0.90,5,13,4,11,5,8,2398,2558,,71.6,98.1,.368,.347,.517,43.4,49.8,10.4,7.9,.477,16.8,27.3,.260,-8.00,101.1,109.1,70.5,+.009,-1.69,100.9,102.6,-5.70
Texas Tech,31,11,20,.355,-3.11,4.31,3,15,9,11,1,8,2026,2256,,68.2,95.4,.381,.302,.501,45.8,47.7,12.0,8.4,.465,18.4,32.1,.254,-6.63,100.5,107.1,66.6,+.024,+4.48,104.2,99.7,-15.12
Texas-Arlington,33,19,14,.576,0.58,-0.90,11,7,7,8,10,5,2121,2072,,66.6,96.5,.364,.304,.497,49.9,54.8,11.4,11.9,.464,18.5,36.3,.237,+1.37,98.8,97.5,65.6,+.043,-1.35,101.9,103.2,-1.84
Texas-El Paso,32,18,14,.563,4.63,2.38,10,6,12,3,4,7,2042,1970,,61.8,101.7,.426,.321,.541,45.8,60.6,8.5,9.8,.506,17.3,28.0,.288,+5.25,103.7,98.5,59.9,+.000,+1.39,103.9,102.5,+3.68
Texas-San Antonio,32,10,22,.313,-6.47,-1.00,3,14,3,9,4,11,2048,2223,,65.2,97.8,.364,.408,.505,44.5,46.5,9.5,3.9,.469,17.5,31.0,.246,-7.85,100.9,108.8,62.7,-.046,-1.08,101.3,102.3,-2.88
Toledo,28,15,13,.536,-2.43,-3.04,10,6,8,4,6,9,1928,1911,,66.5,102.6,.375,.321,.531,44.5,55.2,10.5,9.7,.483,15.6,28.8,.286,-1.31,104.2,105.5,66.1,+.012,-3.23,100.5,103.7,-1.55
Towson,31,18,13,.581,-1.92,-2.59,13,5,6,5,9,8,2125,2066,,65.3,102.5,.400,.306,.520,52.3,41.8,7.7,13.6,.488,18.4,39.4,.262,-0.45,103.1,103.6,64.7,+.054,-1.92,101.9,103.8,+2.86
Troy,33,12,21,.364,-8.77,-4.01,6,14,8,7,2,12,2046,2203,,61.9,97.6,.245,.357,.480,44.9,49.3,8.5,7.2,.453,13.9,30.7,.167,-10.31,99.1,109.4,59.4,+.005,-5.37,98.9,104.3,-8.51
Tulane,35,20,15,.571,1.87,-1.80,6,10,15,4,3,10,2436,2299,,65.2,106.8,.460,.338,.527,50.7,51.0,10.2,5.5,.475,15.7,36.0,.334,+1.88,107.2,105.3,64.3,-.052,-3.85,100.0,103.8,-9.66
Tulsa,33,17,16,.515,-1.06,0.95,8,8,9,5,5,8,2241,2249,,67.8,99.0,.436,.340,.527,48.1,51.0,9.4,8.7,.491,18.6,30.6,.292,-0.87,99.5,100.3,66.3,+.052,+0.77,103.5,102.7,+0.12
UC-Davis,31,14,17,.452,-3.50,-2.57,9,9,6,7,6,9,2210,2239,,67.3,105.5,.329,.385,.579,47.6,58.6,6.9,7.3,.551,18.5,26.4,.237,-4.06,104.6,108.6,66.1,-.008,-3.18,102.3,105.5,-3.37
UC-Irvine,37,21,16,.568,0.17,-0.66,11,7,13,1,5,13,2558,2418,,67.0,102.1,.311,.347,.518,48.9,62.2,7.2,10.5,.491,15.7,31.0,.207,+1.86,101.1,99.2,65.2,+.018,-0.05,103.4,103.5,+6.77
UC-Riverside,31,6,25,.194,-11.49,-1.71,3,15,5,9,1,14,1829,2062,,64.5,91.1,.319,.306,.481,49.6,55.5,9.6,9.0,.461,19.2,32.7,.186,-14.57,89.2,103.8,61.8,-.071,-1.92,103.6,105.5,-1.31
UC-Santa Barbara,31,11,20,.355,-4.22,0.40,7,11,8,6,3,13,2003,2090,,64.2,99.4,.302,.426,.523,48.5,65.0,8.2,12.7,.493,18.9,32.2,.209,-4.80,98.5,103.3,62.5,-.040,+1.14,104.2,103.1,+10.04
UCLA,35,25,10,.714,12.88,7.82,13,5,15,3,6,3,2604,2427,,69.6,105.4,.331,.241,.528,46.6,58.2,11.5,8.4,.491,13.7,30.7,.240,+14.53,111.1,96.6,68.1,+.068,+8.06,105.9,97.9,+0.43
University of California,33,21,12,.636,10.65,7.77,12,6,11,5,6,5,2218,2123,,66.5,100.7,.312,.236,.515,50.0,56.2,8.7,11.4,.480,16.2,32.5,.223,+13.11,107.3,94.2,64.9,+.041,+8.35,106.0,97.6,+2.12
Utah,33,15,18,.455,4.74,6.68,5,13,11,7,2,10,2117,2086,,63.3,100.6,.319,.316,.535,47.4,60.7,8.7,9.0,.496,17.7,28.6,.241,+5.13,104.7,99.5,60.9,-.027,+7.13,105.9,98.8,-5.28
Utah State,31,21,10,.677,3.79,-0.68,11,7,14,4,7,5,2134,1971,,62.2,109.3,.395,.313,.562,55.6,60.7,7.7,11.8,.525,17.7,37.8,.285,+5.53,109.7,104.2,60.6,+.024,-2.10,101.5,103.6,-3.04
