School,G,W,L,W-L%,SRS,SOS,ConfW,ConfL,HomeW,HomeL,AwayW,AwayL,Tm.,Opp.,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,AdjEM,AdjO,AdjD,AdjT,Luck,SOS AdjEM,OppO,OppD,NCSOS AdjEM
Arizona,37,30,7,.811,18.00,8.03,15,3,15,1,8,3,2948,2579,1495,1077,2255,.478,253,630,.402,541,697,.776,493,1361,610,296,144,548,596,,,.309,.279,.570,52.9,56.6,,6.6,.534,17.5,,.240,+22.22,116.7,94.5,68.6,+.027,+8.12,107.8,99.7,+3.33
Arizona State,32,18,14,.563,9.21,5.36,7,11,13,5,4,7,2433,2310,1285,832,1841,.452,218,627,.348,551,770,.716,413,1174,530,201,116,467,604,,,.418,.341,.551,52.1,63.7,,6.2,.511,17.5,,.299,+10.32,111.1,100.8,68.6,-.050,+5.16,105.6,100.5,-4.68
Arkansas,30,18,12,.600,12.33,3.60,6,10,13,3,2,7,2147,1885,1205,773,1692,.457,182,489,.372,419,632,.663,369,1022,435,262,156,427,555,,,.374,.289,.539,50.7,56.3,,9.8,.511,17.7,,.248,+11.98,106.2,94.2,65.4,-.063,+2.84,104.9,102.1,-9.99
Arkansas State,29,16,13,.552,-1.17,-1.86,7,7,12,2,3,9,2207,2097,,798,1749,.456,179,481,.372,432,645,.670,392,1103,427,201,82,426,593,,,.369,.275,.537,51.5,53.5,,5.0,.507,17.2,,.247,+0.34,105.8,105.5,68.4,-.026,-0.78,102.3,103.1,-3.76
Arkansas-Pine Bluff,28,7,21,.250,-20.71,-10.29,5,13,3,7,4,13,1654,1898,,622,1602,.388,119,449,.265,291,448,.650,321,1009,330,192,139,457,488,,,.280,.280,.456,47.9,53.1,,8.7,.425,20.1,,.182,-22.97,83.9,106.8,66.6,-.038,-11.12,94.2,105.3,+12.64
Army,27,3,24,.111,-20.27,-5.39,1,13,3,11,0,13,1510,1832,,522,1297,.402,170,489,.348,296,385,.769,173,750,309,141,44,415,441,,,.297,.377,.510,43.9,59.2,,3.0,.468,21.9,,.228,-26.29,88.6,114.9,61.4,-.079,-5.10,98.7,103.8,-7.92
Auburn,31,14,17,.452,2.06,6.60,4,12,8,7,3,7,2191,2332,,757,1794,.422,259,755,.343,418,576,.726,350,1027,402,228,60,449,624,,,.321,.421,.530,46.8,53.1,,3.4,.494,17.8,,.233,+1.53,106.8,105.3,67.6,+.064,+6.51,106.5,100.0,-2.71
Austin Peay,32,13,19,.406,-3.76,-1.97,9,7,7,5,3,11,2090,2147,,741,1708,.434,192,550,.349,416,612,.680,339,1018,413,220,79,457,616,,,.358,.322,.523,48.6,55.7,,4.8,.490,18.6,,.244,-1.93,99.8,101.7,64.4,-.032,-0.65,104.1,104.7,+4.35
Ball State,28,15,13,.536,4.27,3.31,10,8,11,3,4,8,1990,1911,1125,691,1589,.435,204,542,.376,404,588,.687,353,971,334,155,69,341,512,,,.370,.341,.533,51.2,48.3,,4.7,.499,15.4,,.254,+6.59,109.0,102.4,65.8,-.017,+4.33,106.3,102.0,+3.79
Baylor,28,9,19,.321,-2.79,4.10,1,15,8,9,1,9,1863,2008,1120,640,1442,.444,217,592,.367,366,524,.698,297,776,373,213,53,444,493,,,.363,.411,.551,45.6,58.3,,3.6,.519,20.8,,.254,-7.51,103.5,111.1,63.8,-.051,+5.25,104.9,99.7,-20.99
Belmont,30,14,16,.467,-7.08,-7.32,12,8,9,5,5,9,2108,2101,1220,717,1679,.427,292,812,.360,382,565,.676,282,954,414,224,96,434,584,,,.337,.484,.541,45.1,57.7,,5.8,.514,18.2,,.228,-6.13,98.7,104.8,65.9,-.050,-7.89,99.6,107.5,+3.30
Bethune-Cookman,30,13,17,.433,-15.87,-11.67,8,10,6,5,5,10,1931,2057,1210,711,1638,.434,193,562,.343,316,526,.601,280,953,407,243,73,490,577,,,.321,.343,.511,46.1,57.2,,4.5,.493,20.6,,.193,-18.38,90.7,109.1,67.2,+.073,-12.40,93.3,105.7,-4.40
Binghamton,29,12,17,.414,-4.46,-2.57,8,10,7,5,2,10,1784,1839,1160,624,1589,.393,194,596,.326,342,521,.656,359,1008,302,194,87,394,579,,,.328,.375,.486,50.6,48.4,,6.0,.454,17.7,,.215,-2.73,98.5,101.2,63.4,-.048,-2.00,101.0,103.0,+2.07
Boise State,34,16,18,.471,-2.96,0.61,6,12,11,7,3,10,2393,2524,,856,1987,.431,263,735,.358,418,610,.685,427,1193,456,178,80,507,629,,,.307,.370,.526,49.7,53.3,,4.1,.497,18.2,,.210,-5.40,104.4,109.8,69.1,+.079,-1.10,101.2,102.3,-9.56
Boston College,30,25,5,.833,14.38,6.41,13,3,16,1,7,2,2174,1935,1215,768,1685,.456,124,493,.252,514,722,.712,424,1135,527,217,123,403,453,,,.428,.293,.536,53.4,68.6,,7.1,.493,16.6,,.305,+18.30,114.3,96.0,64.8,+.078,+6.60,105.8,99.2,-4.21
Boston University,29,20,9,.690,3.24,-3.86,14,4,10,2,10,6,1822,1616,1165,659,1531,.430,130,414,.314,374,556,.673,323,1030,356,202,143,350,453,,,.363,.270,.507,50.5,54.0,,9.0,.473,16.3,,.244,+6.83,100.7,93.9,62.0,+.022,-3.28,99.9,103.2,-0.67
Bowling Green State,29,18,11,.621,1.98,1.76,10,8,12,3,6,7,2023,1990,,718,1471,.488,187,493,.379,400,535,.748,254,902,488,196,110,435,619,,,.364,.335,.586,50.3,68.0,,7.3,.552,20.1,,.272,+3.23,107.6,104.4,65.1,+.104,+2.67,105.4,102.7,-2.16
Bradley,28,13,15,.464,3.23,4.55,6,12,12,3,1,11,1959,1996,,699,1613,.433,151,470,.321,410,577,.711,350,1046,379,208,137,446,590,,,.358,.291,.519,51.7,54.2,,8.8,.480,19.1,,.254,+3.73,102.4,98.6,70.4,+.009,+5.10,107.1,102.0,+0.47
Brigham Young,30,9,21,.300,1.02,6.69,3,11,6,8,2,9,1972,2070,,690,1648,.419,211,583,.362,381,530,.719,347,1017,370,183,104,439,551,,,.322,.354,.519,49.4,53.6,,6.3,.483,18.8,,.231,+0.37,101.4,101.1,65.4,-.095,+7.41,107.8,100.4,+6.10
Brown,28,12,16,.429,-7.29,-5.54,5,9,5,6,6,9,1849,1898,,620,1481,.419,201,564,.356,408,586,.696,277,884,374,252,67,401,454,,,.396,.381,.525,46.8,60.3,,4.3,.486,18.6,,.275,-7.73,99.1,106.8,67.8,-.022,-4.67,99.0,103.6,-4.65
Bucknell,33,23,10,.697,2.12,-2.19,10,4,12,1,8,7,2097,1946,1325,704,1585,.444,218,591,.369,471,672,.701,306,1044,416,262,96,508,630,,,.424,.373,.551,50.3,59.1,,5.8,.513,21.1,,.297,+6.69,102.2,95.6,63.1,+.063,-2.34,101.4,103.7,+2.28
Buffalo,33,23,10,.697,5.96,2.39,11,7,13,2,8,7,2462,2344,,876,1946,.450,220,619,.355,490,717,.683,426,1237,460,290,86,510,711,,,.368,.318,.538,51.4,52.5,,4.6,.507,18.2,,.252,+9.87,107.4,97.5,68.6,+.056,+3.27,105.5,102.2,-2.24
Butler,28,13,15,.464,0.62,-0.85,7,9,10,4,3,9,1811,1709,,625,1373,.455,236,635,.372,325,440,.739,181,730,332,133,57,282,462,,,.320,.462,.572,45.5,53.1,,4.2,.541,15.1,,.237,+1.70,109.6,107.9,58.1,-.119,-0.71,102.6,103.3,-0.90
Cal Poly,27,5,22,.185,-12.76,-0.55,3,15,4,10,1,12,1834,2147,1080,633,1494,.424,190,537,.354,378,510,.741,274,881,283,168,77,447,541,,,.341,.359,.528,47.8,44.7,,5.0,.487,20.5,,.253,-17.87,96.8,114.7,71.2,+.003,-1.07,101.9,103.0,-3.80
Cal State Fullerton,32,21,11,.656,0.31,-0.83,12,6,10,2,9,7,2408,2289,,920,2055,.448,253,716,.353,315,457,.689,428,1211,472,211,53,423,586,,,.222,.348,.530,52.9,51.3,,3.0,.509,15.7,,.153,+4.53,106.5,101.9,70.6,+.062,-0.51,102.9,103.4,-2.42
Cal State Northridge,31,18,13,.581,1.74,-0.98,12,6,9,2,7,9,2229,2085,1255,782,1722,.454,171,505,.339,494,697,.709,367,1005,436,340,77,502,647,,,.405,.293,.543,49.4,55.8,,4.8,.504,19.6,,.287,+6.56,103.3,96.7,68.5,-.069,-0.92,102.7,103.7,+1.19
Campbell,27,2,25,.074,-20.80,-6.58,0,20,1,10,1,15,1681,2065,1090,619,1520,.407,130,409,.318,313,503,.622,370,983,292,175,40,507,555,,,.331,.269,.478,51.4,47.2,,2.6,.450,22.4,,.206,-23.46,87.9,111.4,67.4,-.084,-6.68,100.0,106.7,+5.75
Canisius,29,11,18,.379,-8.79,-4.52,8,10,8,7,3,11,2089,2213,1200,761,1745,.436,195,543,.359,372,540,.689,321,1046,379,214,122,392,536,,,.309,.311,.522,47.5,49.8,,6.7,.492,16.4,,.213,-9.65,99.8,109.4,66.6,+.035,-4.56,101.2,105.7,-3.91
Central Connecticut State,28,12,16,.429,-8.26,-7.23,8,10,7,6,5,9,1919,1948,1125,675,1518,.445,186,503,.370,383,523,.732,347,927,383,169,52,406,470,,,.345,.331,.543,51.7,56.7,,3.4,.506,18.7,,.252,-7.96,102.4,110.4,63.6,-.040,-7.92,99.9,107.9,-0.00
Central Florida,33,24,9,.727,-4.91,-7.78,13,7,12,3,8,5,2304,2152,1330,784,1702,.461,283,759,.373,453,651,.696,405,1174,512,221,143,496,622,,,.382,.446,.573,54.2,65.3,,8.2,.544,19.8,,.266,-2.56,105.0,107.6,60.1,+.067,-8.61,99.0,107.7,-4.62
Central Michigan,28,10,18,.357,-7.35,2.92,4,14,8,7,2,11,1855,2102,1120,637,1522,.419,183,524,.349,398,571,.697,327,898,339,212,66,490,616,,,.375,.344,.517,48.0,53.2,,4.6,.479,21.5,,.261,-7.71,97.9,105.6,68.9,+.046,+4.11,106.2,102.1,-0.46
Charleston Southern,30,13,17,.433,-12.49,-6.53,7,9,7,6,5,9,1762,1913,,651,1518,.429,155,439,.353,305,477,.639,281,975,363,213,98,475,549,,,.314,.289,.505,49.6,55.8,,6.4,.480,21.4,,.201,-13.52,90.3,103.8,61.4,+.106,-6.41,99.5,105.9,-1.17
Charlotte,29,21,8,.724,9.63,3.97,12,4,12,2,7,5,2257,2093,1180,763,1767,.432,232,630,.368,499,730,.684,420,1119,409,252,92,389,495,,,.413,.357,.534,51.0,53.6,,5.2,.497,15.5,,.282,+12.15,111.6,99.5,70.6,+.042,+3.68,104.9,101.2,-1.74
Chattanooga,31,20,11,.645,-1.37,-3.59,10,6,13,3,7,7,2253,2034,1240,795,1746,.455,168,554,.303,495,729,.679,509,1284,450,231,60,535,523,,,.418,.317,.538,57.5,56.6,,3.4,.503,20.4,,.284,+0.03,98.9,98.8,67.6,+.059,-3.78,101.1,104.9,+5.69
Chicago State,28,9,19,.321,-7.44,-1.29,7,9,6,4,2,14,1808,1980,1125,652,1519,.429,151,464,.325,353,567,.623,313,874,330,225,100,383,528,,,.373,.305,.506,46.4,50.6,,6.6,.479,17.6,,.232,-8.09,97.1,105.2,65.5,+.016,-0.36,104.8,105.1,+7.37
Cincinnati,33,25,8,.758,17.64,6.74,12,4,15,2,7,3,2505,2130,1330,839,1923,.436,221,634,.349,606,878,.690,471,1355,493,179,225,435,586,,,.457,.330,.535,52.9,58.8,,11.2,.494,15.7,,.315,+20.43,112.5,92.0,68.0,-.006,+5.48,106.1,100.6,+0.62
Citadel,28,12,16,.429,-13.98,-6.65,4,12,8,6,4,9,1868,1953,,642,1579,.407,180,562,.320,404,626,.645,363,1057,290,226,114,494,598,,,.396,.356,.498,50.4,45.2,,7.1,.464,20.8,,.256,-15.78,90.7,106.5,68.3,+.012,-5.93,98.9,104.8,-14.88
Clemson,32,16,16,.500,11.23,8.86,5,11,10,5,4,8,2294,2218,1285,832,1878,.443,198,596,.332,432,719,.601,450,1186,463,319,166,565,652,,,.383,.317,.517,51.4,55.6,,9.4,.496,20.3,,.230,+11.92,105.6,93.7,69.7,-.052,+9.70,107.5,97.8,-3.17
Cleveland State,26,9,17,.346,-4.70,0.52,6,10,7,5,2,12,1772,1872,,610,1438,.424,177,552,.321,375,540,.694,313,871,376,204,50,430,528,,,.376,.384,.523,49.7,61.6,,3.5,.486,20.2,,.261,-4.25,100.6,104.8,68.2,-.096,+1.24,104.3,103.1,+3.54
Coastal Carolina,29,10,19,.345,-11.90,-6.63,7,9,8,5,2,13,1976,2068,1160,722,1686,.428,204,567,.360,328,511,.642,341,988,414,215,53,407,571,,,.303,.336,.512,49.2,57.3,,3.4,.489,17.4,,.195,-11.97,99.4,111.4,67.7,-.027,-5.65,99.5,105.2,+1.17
Colgate,28,12,16,.429,-8.62,-4.97,7,7,8,4,4,9,1848,1904,1125,674,1547,.436,188,507,.371,312,441,.707,286,921,355,163,79,413,503,,,.285,.328,.526,47.9,52.7,,5.1,.496,19.0,,.202,-8.59,99.9,108.5,64.2,+.024,-4.08,99.2,103.3,-0.82
College of Charleston,28,18,10,.643,-0.66,-4.98,10,6,13,3,4,6,2018,1897,1130,721,1710,.422,177,551,.321,399,558,.715,360,1042,415,249,90,379,534,,,.326,.322,.511,49.4,57.6,,5.7,.473,16.1,,.233,+0.12,101.1,101.0,67.4,+.015,-6.28,99.6,105.9,-7.09
Colorado,30,14,16,.467,4.91,8.50,4,12,9,6,4,9,2147,2218,,771,1774,.435,223,632,.353,382,607,.629,369,1086,419,190,158,418,570,,,.342,.356,.521,48.8,54.3,,8.9,.497,16.9,,.215,+4.67,107.4,102.7,69.5,+.060,+8.50,107.5,99.0,-0.27
Colorado State,28,11,17,.393,2.36,3.88,3,11,11,4,0,12,1966,1943,,671,1431,.469,139,408,.341,485,664,.730,295,991,423,160,150,446,564,,,.464,.285,.563,51.3,63.0,,9.4,.517,20.3,,.339,+1.53,103.5,102.0,66.7,-.106,+4.01,106.2,102.2,-2.62
Columbia,27,12,15,.444,-8.56,-6.56,3,11,8,5,4,9,1734,1773,,591,1401,.422,197,550,.358,355,508,.699,298,923,369,178,89,473,585,,,.363,.393,.528,51.8,62.4,,6.7,.492,22.4,,.253,-8.89,95.5,104.4,66.1,-.014,-7.65,97.8,105.4,-11.34
Connecticut,31,23,8,.742,18.82,7.62,13,3,14,3,7,3,2419,2072,,862,1872,.460,154,486,.317,541,773,.700,478,1412,531,189,275,468,492,,,.413,.260,.540,57.1,61.6,,13.7,.502,17.3,,.289,+21.94,112.1,90.2,70.6,-.031,+8.52,108.5,100.0,-1.04
Coppin State,29,14,15,.483,-8.51,-6.16,13,5,6,3,7,11,1765,1833,,602,1526,.394,103,360,.286,458,663,.691,346,972,278,247,95,429,554,,,.434,.236,.479,48.3,46.2,,6.3,.428,18.9,,.300,-8.71,92.9,101.6,64.1,+.039,-6.33,97.8,104.1,+21.32
Cornell,27,13,14,.481,-7.65,-5.46,8,6,7,4,6,9,1733,1788,1090,614,1370,.448,184,486,.379,321,428,.750,254,811,354,179,82,389,462,,,.312,.355,.551,48.7,57.7,,5.9,.515,19.8,,.234,-6.86,101.8,108.7,62.3,+.038,-4.65,99.4,104.0,-4.41
Creighton,34,23,11,.676,10.14,3.84,11,7,11,5,7,5,2421,2207,1370,823,1820,.452,293,707,.414,482,660,.730,336,1063,483,234,111,412,598,,,.363,.388,.567,47.8,58.7,,6.1,.533,16.2,,.265,+14.33,114.3,100.0,63.1,-.033,+4.44,104.9,100.4,-1.69
Dartmouth,27,10,17,.370,-11.20,-4.12,7,7,9,4,1,13,1568,1740,1090,567,1373,.413,165,437,.378,269,416,.647,253,788,344,184,92,381,506,,,.303,.318,.499,46.2,60.7,,6.9,.473,19.5,,.196,-12.71,94.5,107.2,61.0,+.083,-3.43,100.3,103.7,-2.60
Davidson,32,23,9,.719,1.64,-1.08,16,0,11,3,11,4,2316,2102,1290,781,1802,.433,286,782,.366,468,634,.738,405,1217,470,174,46,471,585,,,.352,.434,.551,53.8,60.2,,2.5,.513,18.3,,.260,+4.61,107.8,103.2,65.4,+.111,-0.46,101.6,102.0,+9.66
Dayton,29,18,11,.621,3.52,0.38,10,6,12,4,5,6,1877,1786,,639,1554,.411,224,592,.378,375,519,.723,333,976,387,170,56,380,586,,,.334,.381,.521,51.2,60.6,,4.0,.483,17.4,,.241,+4.72,102.2,97.5,63.0,-.001,-1.00,102.5,103.5,-0.64
DePaul,31,20,11,.645,8.95,4.62,10,6,14,3,5,7,2120,1986,,768,1740,.441,179,513,.349,405,593,.683,417,1131,432,171,105,375,541,,,.341,.295,.524,53.6,56.3,,6.4,.493,15.6,,.233,+11.29,111.8,100.5,62.5,-.000,+3.70,104.7,101.0,-0.94
Delaware,31,11,20,.355,-5.66,-2.47,7,11,7,6,3,11,2017,2116,,723,1684,.429,182,573,.318,389,594,.655,337,1101,400,191,88,518,604,,,.353,.340,.513,50.0,55.3,,5.1,.483,20.9,,.231,-6.46,95.1,101.5,68.2,-.063,-2.21,101.7,103.9,-1.25
Delaware State,33,19,14,.576,-6.68,-6.89,14,4,9,1,6,11,2043,2036,,667,1585,.421,213,622,.342,496,668,.743,334,911,351,264,92,461,538,,,.421,.392,.537,47.0,52.6,,5.8,.488,19.5,,.313,-4.95,102.3,107.2,59.3,+.077,-7.47,97.1,104.6,+9.89
Denver,31,20,11,.645,4.56,-0.44,12,3,12,1,6,9,2266,2076,1240,824,1735,.475,197,524,.376,421,602,.699,302,1030,485,230,152,405,491,,,.347,.302,.561,47.9,58.9,,8.2,.532,16.7,,.243,+7.98,107.9,99.9,66.6,-.054,+0.32,102.9,102.5,+1.89
Detroit Mercy,30,14,16,.467,1.63,1.01,9,7,9,5,3,11,1840,1809,1200,680,1558,.436,123,408,.301,357,546,.654,391,1051,326,178,85,390,574,,,.350,.262,.506,54.7,47.9,,5.9,.476,17.7,,.229,+3.59,103.1,99.5,59.7,-.070,+1.61,105.0,103.4,+4.86
Drake,29,13,16,.448,2.26,4.57,7,11,9,6,3,9,2010,2077,1170,657,1564,.420,172,522,.330,524,725,.723,384,1045,350,239,88,455,489,,,.464,.334,.527,52.5,53.3,,5.4,.475,19.3,,.335,+2.47,105.3,102.8,67.0,+.022,+4.89,105.8,100.9,-2.10
Drexel,29,17,12,.586,1.82,-1.91,12,6,8,3,8,8,2022,1914,1175,676,1576,.429,224,580,.386,446,661,.675,306,993,405,179,144,352,553,,,.419,.368,.535,48.7,59.9,,8.9,.500,15.7,,.283,+5.63,106.3,100.7,65.0,-.024,-0.36,102.3,102.6,+4.83
Duke,33,27,6,.818,23.01,10.04,11,5,14,1,5,4,2581,2153,,853,1915,.445,290,763,.380,585,821,.713,432,1261,421,287,220,454,612,,,.429,.398,.560,51.1,49.4,,11.0,.521,16.5,,.305,+27.41,115.7,88.3,68.3,-.002,+10.89,109.5,98.6,+1.51
Duquesne,30,8,22,.267,-6.60,0.90,5,11,4,9,3,11,2014,2239,1210,738,1763,.419,178,549,.324,360,471,.764,371,1041,440,190,123,416,603,,,.267,.311,.507,48.0,59.6,,7.2,.469,17.3,,.204,-9.28,102.9,112.2,66.2,-.007,+1.53,103.6,102.1,+1.43
East Carolina,28,9,19,.321,-2.61,5.70,4,12,6,7,1,11,1793,1934,,641,1606,.399,120,413,.291,391,620,.631,403,1118,350,178,116,450,570,,,.386,.257,.472,52.4,54.6,,7.4,.436,19.1,,.243,-2.99,97.4,100.3,66.3,-.022,+6.17,106.0,99.8,+4.18
East Tennessee State,29,10,19,.345,-9.80,-3.30,4,12,8,6,1,13,2228,2283,,823,1811,.454,197,530,.372,385,567,.679,362,1094,342,234,70,493,521,,,.313,.293,.535,49.3,41.6,,3.8,.509,19.2,,.213,-9.31,102.0,111.3,72.3,-.058,-2.88,100.1,103.0,+3.51
Eastern Illinois,28,12,16,.429,-7.75,-3.08,7,9,9,4,2,12,1914,2016,1130,674,1496,.451,168,454,.370,398,545,.730,311,986,389,135,101,444,559,,,.364,.303,.545,51.0,57.7,,6.1,.507,20.2,,.266,-7.03,101.7,108.7,66.2,+.056,-1.91,102.9,104.8,+1.59
Eastern Kentucky,31,22,9,.710,-2.68,-5.18,11,5,12,1,8,7,2256,2078,1250,845,1773,.477,194,552,.351,372,555,.670,360,1103,480,232,122,451,599,,,.313,.311,.554,52.1,56.8,,7.2,.531,18.1,,.210,+1.98,102.8,100.8,66.1,+.099,-3.87,102.4,106.3,+1.72
Eastern Michigan,30,12,18,.400,-2.37,0.78,5,13,9,5,1,12,2178,2204,1210,718,1627,.441,173,508,.341,569,821,.693,329,1009,377,228,79,455,581,,,.505,.312,.540,48.3,52.5,,4.5,.494,18.4,,.350,-2.54,103.8,106.4,70.1,-.030,+1.77,104.1,102.3,-4.93
Eastern Washington,28,8,20,.286,-8.61,-2.35,5,9,5,6,2,13,1736,1893,1125,611,1464,.417,179,533,.336,335,507,.661,270,877,388,146,48,456,578,,,.346,.364,.509,49.1,63.5,,3.4,.478,21.1,,.229,-9.83,92.5,102.3,63.3,-.093,-2.31,102.7,105.0,+7.35
Elon,31,8,23,.258,-10.93,-2.79,5,11,5,8,2,13,1868,2090,1250,665,1618,.411,171,540,.317,367,594,.618,308,998,338,240,64,475,556,,,.367,.334,.492,47.9,50.8,,3.9,.464,20.0,28.5,.227,-12.67,92.0,104.7,62.7,+.021,-1.95,102.4,104.4,+4.52
Evansville,28,11,17,.393,0.81,2.91,5,13,10,5,1,10,1986,2045,1125,695,1534,.453,229,602,.380,367,548,.670,268,909,438,133,59,396,535,,,.357,.392,.553,47.1,63.0,,3.7,.528,18.1,,.239,+0.55,107.4,106.8,66.6,-.030,+3.14,105.0,101.9,-7.05
Fairfield,30,15,15,.500,-2.19,-3.23,11,7,7,5,6,8,2041,2010,,736,1728,.426,159,523,.304,410,567,.723,369,1051,438,226,192,392,577,,,.328,.303,.511,49.4,59.5,,11.7,.472,16.4,,.237,-0.71,102.3,103.0,63.2,-.038,-2.84,101.6,104.4,+2.19
Fairleigh Dickinson,33,20,13,.606,-4.13,-6.91,13,5,12,3,7,8,2432,2310,,894,1975,.453,218,626,.348,426,640,.666,408,1200,498,237,145,466,624,,,.324,.317,.534,50.8,55.7,,7.8,.508,17.0,,.216,-2.52,102.7,105.2,68.6,-.003,-7.88,99.4,107.3,+0.75
Florida,32,24,8,.750,20.18,7.12,12,4,13,3,6,4,2438,2020,1290,844,1751,.482,244,626,.390,506,716,.707,366,1186,475,228,146,444,598,,,.409,.358,.583,54.2,56.3,,8.4,.552,17.5,,.289,+23.93,116.4,92.5,65.2,-.027,+7.13,106.6,99.5,-4.30
Florida A&M,29,14,15,.483,-15.06,-9.24,10,8,7,3,6,11,1972,2141,,702,1650,.425,156,476,.328,412,627,.657,,1056,328,213,41,502,584,,,.380,.288,.506,50.4,46.7,,2.5,.473,20.5,,.250,-15.78,96.0,111.8,67.7,+.101,-11.21,94.1,105.3,+11.93
Florida Atlantic,27,10,17,.370,-9.02,-7.13,10,10,3,8,7,8,2073,2124,1105,747,1702,.439,193,549,.352,386,601,.642,386,1056,356,235,117,466,549,,,.353,.323,.522,50.7,47.7,,7.2,.496,19.0,,.227,-8.12,100.3,108.5,72.9,-.075,-7.58,99.4,107.0,+6.56
Florida International,30,13,17,.433,-3.90,0.34,4,10,8,7,3,9,2028,2136,,704,1587,.444,136,439,.310,484,747,.648,387,1147,396,205,99,565,639,,,.471,.277,.522,53.8,56.3,,5.8,.486,22.5,,.305,-3.66,98.4,102.0,66.6,+.040,+0.85,104.0,103.1,+0.52
Florida State,31,12,19,.387,6.82,8.99,4,12,9,7,3,8,2128,2170,1250,756,1671,.452,200,557,.359,416,626,.665,309,1028,394,216,100,496,601,,,.375,.333,.541,49.0,52.1,,5.8,.512,20.1,,.249,+6.24,105.1,98.9,65.4,-.067,+10.23,108.2,98.0,-0.84
Fordham,29,13,16,.448,-1.79,-0.34,8,8,9,4,3,10,1829,1871,,648,1535,.422,189,559,.338,344,536,.642,352,977,382,218,123,475,497,,,.349,.364,.511,49.7,59.0,,7.7,.484,21.0,,.224,-2.17,97.4,99.6,65.7,-.000,-0.55,102.2,102.8,-0.28
